Time,M1SetpointPWM,M2SetpointPWM,M1SetpointVel,M2SetpointVel,M1SetpointPos,M2SetpointPos,M1PWM,M2PWM,M1Speed,M2Speed,M1ISpeed,M2ISpeed,M1SpeedError,M2SpeedError,M1Pos,M2Pos,M1PosError,M2PosError,M1Current,M2Current,Temp1,Temp2,MBatt,LBatt
2.5732,0,0,0,0,0,0,5120,-5120,1380,1410,1500,1500,0,0,678,716,0,0,0.48,2.17,24.9,24.8,26.2,0
2.5755,0,0,0,0,0,0,5120,-5120,1380,1410,1500,1500,0,0,678,716,0,0,0.48,2.16,24.9,24.8,26.2,0
2.57825,0,0,0,0,0,0,5120,-5120,1374,1403,1200,1200,0,0,682,720,0,0,0.46,2.11,24.8,24.8,26.2,0
2.5808,0,0,0,0,0,0,5120,-5120,1378,1407,1500,1500,0,0,687,725,0,0,0.46,2.11,24.9,24.8,26.2,0
2.5832,0,0,0,0,0,0,5120,-5120,1372,1409,1200,1500,0,0,691,730,0,0,0.45,2.11,24.9,24.9,26.2,0
2.58565,0,0,0,0,0,0,5120,-5120,1376,1412,1500,1500,0,0,696,735,0,0,0.45,2.1,24.9,24.9,26.2,0
2.5887,0,0,0,0,0,0,5120,-5120,1376,1412,1500,1500,0,0,696,735,0,0,0.45,2.1,24.8,24.9,26.2,0
2.59045,0,0,0,0,0,0,5120,-5120,1380,1415,1500,1500,0,0,701,740,0,0,0.45,2.1,24.9,24.9,26.2,0
2.5926,0,0,0,0,0,0,5120,-5120,1384,1408,1500,1200,0,0,706,744,0,0,0.45,2.1,24.9,24.9,26.2,0
2.597,0,0,0,0,0,0,5120,-5120,1378,1411,1200,1500,0,0,710,749,0,0,0.45,2.1,24.8,24.9,26.2,0
2.59925,0,0,0,0,0,0,5120,-5120,1382,1414,1500,1500,0,0,715,754,0,0,0.45,2.1,24.8,24.8,26.2,0
2.60175,0,0,0,0,0,0,5120,-5120,1382,1414,1500,1500,0,0,715,754,0,0,0.45,2.1,24.8,24.8,26.2,0
2.6042,0,0,0,0,0,0,5120,-5120,1376,1417,1200,1500,0,0,719,759,0,0,0.43,2.08,24.9,24.9,26.2,0
2.60675,0,0,0,0,0,0,5120,-5120,1380,1410,1500,1200,0,0,724,763,0,0,0.43,2.08,24.8,24.9,26.2,0
2.60985,0,0,0,0,0,0,5120,-5120,1384,1413,1500,1500,0,0,729,768,0,0,0.43,2.07,24.9,24.9,26.2,0
2.612,0,0,0,0,0,0,5120,-5120,1384,1413,1500,1500,0,0,729,768,0,0,0.43,2.07,24.9,24.9,26.2,0
2.61435,0,0,0,0,0,0,5120,-5120,1378,1415,1200,1500,0,0,733,773,0,0,0.43,2.07,24.8,24.8,26.2,0
2.6168,0,0,0,0,0,0,5120,-5120,1382,1418,1500,1500,0,0,738,778,0,0,0.37,2.05,24.8,24.9,26.2,0
2.61865,0,0,0,0,0,0,5120,-5120,1382,1418,1500,1500,0,0,738,778,0,0,0.37,2.04,24.8,24.9,26.2,0
